ADDR | HEX  |       BINARY       | UNSIGNED |   S5 |   S6 |   S7 |  S10 |  S12 |  S16
21B  | 17c  | 0000_0001_0111_1100 |      380 |   -4 |   -4 |   -4 |  380 |  380 |  380
21C  | 2dd  | 0000_0010_1101_1101 |      733 |   -3 |   29 |  -35 | -291 |  733 |  733
21D  | 0b4  | 0000_0000_1011_0100 |      180 |  -12 |  -12 |   52 |  180 |  180 |  180
21E  | 093  | 0000_0000_1001_0011 |      147 |  -13 |   19 |   19 |  147 |  147 |  147
21F  | 142  | 0000_0001_0100_0010 |      322 |    2 |    2 |  -62 |  322 |  322 |  322
220  | 059  | 0000_0000_0101_1001 |       89 |   -7 |   25 |  -39 |   89 |   89 |   89
221  | 159  | 0000_0001_0101_1001 |      345 |   -7 |   25 |  -39 |  345 |  345 |  345
222  | 049  | 0000_0000_0100_1001 |       73 |    9 |    9 |  -55 |   73 |   73 |   73
223  | 18f  | 0000_0001_1000_1111 |      399 |   15 |   15 |   15 |  399 |  399 |  399
224  | 33e  | 0000_0011_0011_1110 |      830 |   -2 |   -2 |   62 | -194 |  830 |  830
225  | 1fb  | 0000_0001_1111_1011 |      507 |   -5 |   -5 |   -5 |  507 |  507 |  507
226  | 0e8  | 0000_0000_1110_1000 |      232 |    8 |  -24 |  -24 |  232 |  232 |  232
227  | 342  | 0000_0011_0100_0010 |      834 |    2 |    2 |  -62 | -190 |  834 |  834
228  | 328  | 0000_0011_0010_1000 |      808 |    8 |  -24 |   40 | -216 |  808 |  808
229  | 0d0  | 0000_0000_1101_0000 |      208 |  -16 |   16 |  -48 |  208 |  208 |  208
22A  | 08a  | 0000_0000_1000_1010 |      138 |   10 |   10 |   10 |  138 |  138 |  138
22B  | 29e  | 0000_0010_1001_1110 |      670 |   -2 |   30 |   30 | -354 |  670 |  670
22C  | 09b  | 0000_0000_1001_1011 |      155 |   -5 |   27 |   27 |  155 |  155 |  155
22D  | 02f  | 0000_0000_0010_1111 |       47 |   15 |  -17 |   47 |   47 |   47 |   47
22E  | 2ec  | 0000_0010_1110_1100 |      748 |   12 |  -20 |  -20 | -276 |  748 |  748
22F  | 1fe  | 0000_0001_1111_1110 |      510 |   -2 |   -2 |   -2 |  510 |  510 |  510
230  | 29d  | 0000_0010_1001_1101 |      669 |   -3 |   29 |   29 | -355 |  669 |  669
231  | 031  | 0000_0000_0011_0001 |       49 |  -15 |  -15 |   49 |   49 |   49 |   49
232  | 05d  | 0000_0000_0101_1101 |       93 |   -3 |   29 |  -35 |   93 |   93 |   93
233  | 12d  | 0000_0001_0010_1101 |      301 |   13 |  -19 |   45 |  301 |  301 |  301
234  | 3cc  | 0000_0011_1100_1100 |      972 |   12 |   12 |  -52 |  -52 |  972 |  972
235  | 0ad  | 0000_0000_1010_1101 |      173 |   13 |  -19 |   45 |  173 |  173 |  173
236  | 1aa  | 0000_0001_1010_1010 |      426 |   10 |  -22 |   42 |  426 |  426 |  426
237  | 19d  | 0000_0001_1001_1101 |      413 |   -3 |   29 |   29 |  413 |  413 |  413
238  | 080  | 0000_0000_1000_0000 |      128 |    0 |    0 |    0 |  128 |  128 |  128
239  | 135  | 0000_0001_0011_0101 |      309 |  -11 |  -11 |   53 |  309 |  309 |  309
23A  | 1fe  | 0000_0001_1111_1110 |      510 |   -2 |   -2 |   -2 |  510 |  510 |  510
23B  | 0d4  | 0000_0000_1101_0100 |      212 |  -12 |   20 |  -44 |  212 |  212 |  212
23C  | 1a8  | 0000_0001_1010_1000 |      424 |    8 |  -24 |   40 |  424 |  424 |  424
23D  | 159  | 0000_0001_0101_1001 |      345 |   -7 |   25 |  -39 |  345 |  345 |  345
23E  | 095  | 0000_0000_1001_0101 |      149 |  -11 |   21 |   21 |  149 |  149 |  149
23F  | 3af  | 0000_0011_1010_1111 |      943 |   15 |  -17 |   47 |  -81 |  943 |  943
240  | 0c7  | 0000_0000_1100_0111 |      199 |    7 |    7 |  -57 |  199 |  199 |  199
241  | 17a  | 0000_0001_0111_1010 |      378 |   -6 |   -6 |   -6 |  378 |  378 |  378
242  | 1db  | 0000_0001_1101_1011 |      475 |   -5 |   27 |  -37 |  475 |  475 |  475
243  | 387  | 0000_0011_1000_0111 |      903 |    7 |    7 |    7 | -121 |  903 |  903
244  | 39e  | 0000_0011_1001_1110 |      926 |   -2 |   30 |   30 |  -98 |  926 |  926
245  | 162  | 0000_0001_0110_0010 |      354 |    2 |  -30 |  -30 |  354 |  354 |  354
246  | 261  | 0000_0010_0110_0001 |      609 |    1 |  -31 |  -31 | -415 |  609 |  609
247  | 20e  | 0000_0010_0000_1110 |      526 |   14 |   14 |   14 | -498 |  526 |  526
248  | 244  | 0000_0010_0100_0100 |      580 |    4 |    4 |  -60 | -444 |  580 |  580
249  | 173  | 0000_0001_0111_0011 |      371 |  -13 |  -13 |  -13 |  371 |  371 |  371
24A  | 3c0  | 0000_0011_1100_0000 |      960 |    0 |    0 |  -64 |  -64 |  960 |  960
24B  | 19a  | 0000_0001_1001_1010 |      410 |   -6 |   26 |   26 |  410 |  410 |  410
24C  | 0a5  | 0000_0000_1010_0101 |      165 |    5 |  -27 |   37 |  165 |  165 |  165
24D  | 178  | 0000_0001_0111_1000 |      376 |   -8 |   -8 |   -8 |  376 |  376 |  376
24E  | 199  | 0000_0001_1001_1001 |      409 |   -7 |   25 |   25 |  409 |  409 |  409
24F  | 1ba  | 0000_0001_1011_1010 |      442 |   -6 |   -6 |   58 |  442 |  442 |  442
250  | 213  | 0000_0010_0001_0011 |      531 |  -13 |   19 |   19 | -493 |  531 |  531
251  | 009  | 0000_0000_0000_1001 |        9 |    9 |    9 |    9 |    9 |    9 |    9
252  | 298  | 0000_0010_1001_1000 |      664 |   -8 |   24 |   24 | -360 |  664 |  664
253  | 1b1  | 0000_0001_1011_0001 |      433 |  -15 |  -15 |   49 |  433 |  433 |  433
254  | 372  | 0000_0011_0111_0010 |      882 |  -14 |  -14 |  -14 | -142 |  882 |  882
255  | 2f1  | 0000_0010_1111_0001 |      753 |  -15 |  -15 |  -15 | -271 |  753 |  753
256  | 1a3  | 0000_0001_1010_0011 |      419 |    3 |  -29 |   35 |  419 |  419 |  419
257  | 310  | 0000_0011_0001_0000 |      784 |  -16 |   16 |   16 | -240 |  784 |  784
258  | 357  | 0000_0011_0101_0111 |      855 |   -9 |   23 |  -41 | -169 |  855 |  855
259  | 007  | 0000_0000_0000_0111 |        7 |    7 |    7 |    7 |    7 |    7 |    7
25A  | 33a  | 0000_0011_0011_1010 |      826 |   -6 |   -6 |   58 | -198 |  826 |  826
25B  | 2fc  | 0000_0010_1111_1100 |      764 |   -4 |   -4 |   -4 | -260 |  764 |  764
25C  | 2a1  | 0000_0010_1010_0001 |      673 |    1 |  -31 |   33 | -351 |  673 |  673
25D  | 3f2  | 0000_0011_1111_0010 |     1010 |  -14 |  -14 |  -14 |  -14 | 1010 | 1010
25E  | 3cf  | 0000_0011_1100_1111 |      975 |   15 |   15 |  -49 |  -49 |  975 |  975
25F  | 196  | 0000_0001_1001_0110 |      406 |  -10 |   22 |   22 |  406 |  406 |  406
260  | 26b  | 0000_0010_0110_1011 |      619 |   11 |  -21 |  -21 | -405 |  619 |  619
261  | 372  | 0000_0011_0111_0010 |      882 |  -14 |  -14 |  -14 | -142 |  882 |  882
262  | 2a7  | 0000_0010_1010_0111 |      679 |    7 |  -25 |   39 | -345 |  679 |  679
263  | 17e  | 0000_0001_0111_1110 |      382 |   -2 |   -2 |   -2 |  382 |  382 |  382
264  | 09b  | 0000_0000_1001_1011 |      155 |   -5 |   27 |   27 |  155 |  155 |  155
265  | 2e3  | 0000_0010_1110_0011 |      739 |    3 |  -29 |  -29 | -285 |  739 |  739
266  | 219  | 0000_0010_0001_1001 |      537 |   -7 |   25 |   25 | -487 |  537 |  537
267  | 307  | 0000_0011_0000_0111 |      775 |    7 |    7 |    7 | -249 |  775 |  775
268  | 143  | 0000_0001_0100_0011 |      323 |    3 |    3 |  -61 |  323 |  323 |  323
269  | 2b9  | 0000_0010_1011_1001 |      697 |   -7 |   -7 |   57 | -327 |  697 |  697
26A  | 029  | 0000_0000_0010_1001 |       41 |    9 |  -23 |   41 |   41 |   41 |   41
26B  | 140  | 0000_0001_0100_0000 |      320 |    0 |    0 |  -64 |  320 |  320 |  320
26C  | 122  | 0000_0001_0010_0010 |      290 |    2 |  -30 |   34 |  290 |  290 |  290
26D  | 13f  | 0000_0001_0011_1111 |      319 |   -1 |   -1 |   63 |  319 |  319 |  319
26E  | 10e  | 0000_0001_0000_1110 |      270 |   14 |   14 |   14 |  270 |  270 |  270
26F  | 06c  | 0000_0000_0110_1100 |      108 |   12 |  -20 |  -20 |  108 |  108 |  108
270  | 28d  | 0000_0010_1000_1101 |      653 |   13 |   13 |   13 | -371 |  653 |  653
271  | 38d  | 0000_0011_1000_1101 |      909 |   13 |   13 |   13 | -115 |  909 |  909
272  | 2e4  | 0000_0010_1110_0100 |      740 |    4 |  -28 |  -28 | -284 |  740 |  740
273  | 16a  | 0000_0001_0110_1010 |      362 |   10 |  -22 |  -22 |  362 |  362 |  362
274  | 34d  | 0000_0011_0100_1101 |      845 |   13 |   13 |  -51 | -179 |  845 |  845
275  | 0c3  | 0000_0000_1100_0011 |      195 |    3 |    3 |  -61 |  195 |  195 |  195
276  | 311  | 0000_0011_0001_0001 |      785 |  -15 |   17 |   17 | -239 |  785 |  785
277  | 11b  | 0000_0001_0001_1011 |      283 |   -5 |   27 |   27 |  283 |  283 |  283
278  | 28f  | 0000_0010_1000_1111 |      655 |   15 |   15 |   15 | -369 |  655 |  655
279  | 328  | 0000_0011_0010_1000 |      808 |    8 |  -24 |   40 | -216 |  808 |  808
27A  | 104  | 0000_0001_0000_0100 |      260 |    4 |    4 |    4 |  260 |  260 |  260
27B  | 056  | 0000_0000_0101_0110 |       86 |  -10 |   22 |  -42 |   86 |   86 |   86
27C  | 313  | 0000_0011_0001_0011 |      787 |  -13 |   19 |   19 | -237 |  787 |  787
27D  | 395  | 0000_0011_1001_0101 |      917 |  -11 |   21 |   21 | -107 |  917 |  917
27E  | 265  | 0000_0010_0110_0101 |      613 |    5 |  -27 |  -27 | -411 |  613 |  613
27F  | 143  | 0000_0001_0100_0011 |      323 |    3 |    3 |  -61 |  323 |  323 |  323
280  | 0fc  | 0000_0000_1111_1100 |      252 |   -4 |   -4 |   -4 |  252 |  252 |  252
281  | 1b9  | 0000_0001_1011_1001 |      441 |   -7 |   -7 |   57 |  441 |  441 |  441
282  | 30a  | 0000_0011_0000_1010 |      778 |   10 |   10 |   10 | -246 |  778 |  778
283  | 322  | 0000_0011_0010_0010 |      802 |    2 |  -30 |   34 | -222 |  802 |  802
284  | 2ca  | 0000_0010_1100_1010 |      714 |   10 |   10 |  -54 | -310 |  714 |  714
285  | 0e0  | 0000_0000_1110_0000 |      224 |    0 |  -32 |  -32 |  224 |  224 |  224
286  | 0dc  | 0000_0000_1101_1100 |      220 |   -4 |   28 |  -36 |  220 |  220 |  220
287  | 141  | 0000_0001_0100_0001 |      321 |    1 |    1 |  -63 |  321 |  321 |  321
288  | 3b1  | 0000_0011_1011_0001 |      945 |  -15 |  -15 |   49 |  -79 |  945 |  945
289  | 27c  | 0000_0010_0111_1100 |      636 |   -4 |   -4 |   -4 | -388 |  636 |  636
28A  | 0ed  | 0000_0000_1110_1101 |      237 |   13 |  -19 |  -19 |  237 |  237 |  237
28B  | 26f  | 0000_0010_0110_1111 |      623 |   15 |  -17 |  -17 | -401 |  623 |  623
28C  | 30c  | 0000_0011_0000_1100 |      780 |   12 |   12 |   12 | -244 |  780 |  780
28D  | 307  | 0000_0011_0000_0111 |      775 |    7 |    7 |    7 | -249 |  775 |  775
28E  | 246  | 0000_0010_0100_0110 |      582 |    6 |    6 |  -58 | -442 |  582 |  582
28F  | 19e  | 0000_0001_1001_1110 |      414 |   -2 |   30 |   30 |  414 |  414 |  414
290  | 104  | 0000_0001_0000_0100 |      260 |    4 |    4 |    4 |  260 |  260 |  260
291  | 16c  | 0000_0001_0110_1100 |      364 |   12 |  -20 |  -20 |  364 |  364 |  364
292  | 275  | 0000_0010_0111_0101 |      629 |  -11 |  -11 |  -11 | -395 |  629 |  629
293  | 095  | 0000_0000_1001_0101 |      149 |  -11 |   21 |   21 |  149 |  149 |  149
294  | 353  | 0000_0011_0101_0011 |      851 |  -13 |   19 |  -45 | -173 |  851 |  851
295  | 27f  | 0000_0010_0111_1111 |      639 |   -1 |   -1 |   -1 | -385 |  639 |  639
296  | 161  | 0000_0001_0110_0001 |      353 |    1 |  -31 |  -31 |  353 |  353 |  353
297  | 185  | 0000_0001_1000_0101 |      389 |    5 |    5 |    5 |  389 |  389 |  389
298  | 0e6  | 0000_0000_1110_0110 |      230 |    6 |  -26 |  -26 |  230 |  230 |  230
299  | 157  | 0000_0001_0101_0111 |      343 |   -9 |   23 |  -41 |  343 |  343 |  343
29A  | 314  | 0000_0011_0001_0100 |      788 |  -12 |   20 |   20 | -236 |  788 |  788
29B  | 32e  | 0000_0011_0010_1110 |      814 |   14 |  -18 |   46 | -210 |  814 |  814
29C  | 030  | 0000_0000_0011_0000 |       48 |  -16 |  -16 |   48 |   48 |   48 |   48
29D  | 3c6  | 0000_0011_1100_0110 |      966 |    6 |    6 |  -58 |  -58 |  966 |  966
29E  | 160  | 0000_0001_0110_0000 |      352 |    0 |  -32 |  -32 |  352 |  352 |  352
29F  | 23a  | 0000_0010_0011_1010 |      570 |   -6 |   -6 |   58 | -454 |  570 |  570
2A0  | 05d  | 0000_0000_0101_1101 |       93 |   -3 |   29 |  -35 |   93 |   93 |   93
2A1  | 0e1  | 0000_0000_1110_0001 |      225 |    1 |  -31 |  -31 |  225 |  225 |  225
2A2  | 2cc  | 0000_0010_1100_1100 |      716 |   12 |   12 |  -52 | -308 |  716 |  716
2A3  | 149  | 0000_0001_0100_1001 |      329 |    9 |    9 |  -55 |  329 |  329 |  329
2A4  | 13f  | 0000_0001_0011_1111 |      319 |   -1 |   -1 |   63 |  319 |  319 |  319
2A5  | 264  | 0000_0010_0110_0100 |      612 |    4 |  -28 |  -28 | -412 |  612 |  612
2A6  | 116  | 0000_0001_0001_0110 |      278 |  -10 |   22 |   22 |  278 |  278 |  278
2A7  | 353  | 0000_0011_0101_0011 |      851 |  -13 |   19 |  -45 | -173 |  851 |  851
2A8  | 1ff  | 0000_0001_1111_1111 |      511 |   -1 |   -1 |   -1 |  511 |  511 |  511
2A9  | 308  | 0000_0011_0000_1000 |      776 |    8 |    8 |    8 | -248 |  776 |  776
2AA  | 139  | 0000_0001_0011_1001 |      313 |   -7 |   -7 |   57 |  313 |  313 |  313
2AB  | 3e3  | 0000_0011_1110_0011 |      995 |    3 |  -29 |  -29 |  -29 |  995 |  995
2AC  | 3a4  | 0000_0011_1010_0100 |      932 |    4 |  -28 |   36 |  -92 |  932 |  932
2AD  | 26d  | 0000_0010_0110_1101 |      621 |   13 |  -19 |  -19 | -403 |  621 |  621
2AE  | 1d9  | 0000_0001_1101_1001 |      473 |   -7 |   25 |  -39 |  473 |  473 |  473
2AF  | 355  | 0000_0011_0101_0101 |      853 |  -11 |   21 |  -43 | -171 |  853 |  853
2B0  | 038  | 0000_0000_0011_1000 |       56 |   -8 |   -8 |   56 |   56 |   56 |   56
2B1  | 30d  | 0000_0011_0000_1101 |      781 |   13 |   13 |   13 | -243 |  781 |  781
2B2  | 129  | 0000_0001_0010_1001 |      297 |    9 |  -23 |   41 |  297 |  297 |  297
2B3  | 1c6  | 0000_0001_1100_0110 |      454 |    6 |    6 |  -58 |  454 |  454 |  454
2B4  | 334  | 0000_0011_0011_0100 |      820 |  -12 |  -12 |   52 | -204 |  820 |  820
2B5  | 337  | 0000_0011_0011_0111 |      823 |   -9 |   -9 |   55 | -201 |  823 |  823
2B6  | 19c  | 0000_0001_1001_1100 |      412 |   -4 |   28 |   28 |  412 |  412 |  412
2B7  | 30f  | 0000_0011_0000_1111 |      783 |   15 |   15 |   15 | -241 |  783 |  783
2B8  | 227  | 0000_0010_0010_0111 |      551 |    7 |  -25 |   39 | -473 |  551 |  551
2B9  | 0f8  | 0000_0000_1111_1000 |      248 |   -8 |   -8 |   -8 |  248 |  248 |  248
2BA  | 1e7  | 0000_0001_1110_0111 |      487 |    7 |  -25 |  -25 |  487 |  487 |  487
2BB  | 256  | 0000_0010_0101_0110 |      598 |  -10 |   22 |  -42 | -426 |  598 |  598
2BC  | 21b  | 0000_0010_0001_1011 |      539 |   -5 |   27 |   27 | -485 |  539 |  539
2BD  | 0bf  | 0000_0000_1011_1111 |      191 |   -1 |   -1 |   63 |  191 |  191 |  191
2BE  | 3f3  | 0000_0011_1111_0011 |     1011 |  -13 |  -13 |  -13 |  -13 | 1011 | 1011
2BF  | 2f9  | 0000_0010_1111_1001 |      761 |   -7 |   -7 |   -7 | -263 |  761 |  761
2C0  | 1ef  | 0000_0001_1110_1111 |      495 |   15 |  -17 |  -17 |  495 |  495 |  495
2C1  | 162  | 0000_0001_0110_0010 |      354 |    2 |  -30 |  -30 |  354 |  354 |  354
2C2  | 32e  | 0000_0011_0010_1110 |      814 |   14 |  -18 |   46 | -210 |  814 |  814
2C3  | 312  | 0000_0011_0001_0010 |      786 |  -14 |   18 |   18 | -238 |  786 |  786
2C4  | 274  | 0000_0010_0111_0100 |      628 |  -12 |  -12 |  -12 | -396 |  628 |  628
2C5  | 04d  | 0000_0000_0100_1101 |       77 |   13 |   13 |  -51 |   77 |   77 |   77
2C6  | 37f  | 0000_0011_0111_1111 |      895 |   -1 |   -1 |   -1 | -129 |  895 |  895
2C7  | 140  | 0000_0001_0100_0000 |      320 |    0 |    0 |  -64 |  320 |  320 |  320
2C8  | 22d  | 0000_0010_0010_1101 |      557 |   13 |  -19 |   45 | -467 |  557 |  557
2C9  | 30e  | 0000_0011_0000_1110 |      782 |   14 |   14 |   14 | -242 |  782 |  782
2CA  | 120  | 0000_0001_0010_0000 |      288 |    0 |  -32 |   32 |  288 |  288 |  288
2CB  | 1d7  | 0000_0001_1101_0111 |      471 |   -9 |   23 |  -41 |  471 |  471 |  471
2CC  | 00c  | 0000_0000_0000_1100 |       12 |   12 |   12 |   12 |   12 |   12 |   12
2CD  | 18e  | 0000_0001_1000_1110 |      398 |   14 |   14 |   14 |  398 |  398 |  398
2CE  | 252  | 0000_0010_0101_0010 |      594 |  -14 |   18 |  -46 | -430 |  594 |  594
2CF  | 320  | 0000_0011_0010_0000 |      800 |    0 |  -32 |   32 | -224 |  800 |  800
2D0  | 052  | 0000_0000_0101_0010 |       82 |  -14 |   18 |  -46 |   82 |   82 |   82
2D1  | 0d9  | 0000_0000_1101_1001 |      217 |   -7 |   25 |  -39 |  217 |  217 |  217
2D2  | 29d  | 0000_0010_1001_1101 |      669 |   -3 |   29 |   29 | -355 |  669 |  669
2D3  | 353  | 0000_0011_0101_0011 |      851 |  -13 |   19 |  -45 | -173 |  851 |  851
2D4  | 0e1  | 0000_0000_1110_0001 |      225 |    1 |  -31 |  -31 |  225 |  225 |  225
2D5  | 3b6  | 0000_0011_1011_0110 |      950 |  -10 |  -10 |   54 |  -74 |  950 |  950
2D6  | 14b  | 0000_0001_0100_1011 |      331 |   11 |   11 |  -53 |  331 |  331 |  331
2D7  | 214  | 0000_0010_0001_0100 |      532 |  -12 |   20 |   20 | -492 |  532 |  532
2D8  | 3e0  | 0000_0011_1110_0000 |      992 |    0 |  -32 |  -32 |  -32 |  992 |  992
2D9  | 31e  | 0000_0011_0001_1110 |      798 |   -2 |   30 |   30 | -226 |  798 |  798
2DA  | 0f6  | 0000_0000_1111_0110 |      246 |  -10 |  -10 |  -10 |  246 |  246 |  246
2DB  | 0dc  | 0000_0000_1101_1100 |      220 |   -4 |   28 |  -36 |  220 |  220 |  220
2DC  | 3ee  | 0000_0011_1110_1110 |     1006 |   14 |  -18 |  -18 |  -18 | 1006 | 1006
2DD  | 2e9  | 0000_0010_1110_1001 |      745 |    9 |  -23 |  -23 | -279 |  745 |  745
2DE  | 239  | 0000_0010_0011_1001 |      569 |   -7 |   -7 |   57 | -455 |  569 |  569
2DF  | 0e5  | 0000_0000_1110_0101 |      229 |    5 |  -27 |  -27 |  229 |  229 |  229
2E0  | 0ce  | 0000_0000_1100_1110 |      206 |   14 |   14 |  -50 |  206 |  206 |  206
2E1  | 218  | 0000_0010_0001_1000 |      536 |   -8 |   24 |   24 | -488 |  536 |  536
2E2  | 173  | 0000_0001_0111_0011 |      371 |  -13 |  -13 |  -13 |  371 |  371 |  371
2E3  | 3a2  | 0000_0011_1010_0010 |      930 |    2 |  -30 |   34 |  -94 |  930 |  930
2E4  | 33c  | 0000_0011_0011_1100 |      828 |   -4 |   -4 |   60 | -196 |  828 |  828
2E5  | 167  | 0000_0001_0110_0111 |      359 |    7 |  -25 |  -25 |  359 |  359 |  359
2E6  | 3f5  | 0000_0011_1111_0101 |     1013 |  -11 |  -11 |  -11 |  -11 | 1013 | 1013
2E7  | 24e  | 0000_0010_0100_1110 |      590 |   14 |   14 |  -50 | -434 |  590 |  590
2E8  | 1fe  | 0000_0001_1111_1110 |      510 |   -2 |   -2 |   -2 |  510 |  510 |  510
2E9  | 301  | 0000_0011_0000_0001 |      769 |    1 |    1 |    1 | -255 |  769 |  769
2EA  | 321  | 0000_0011_0010_0001 |      801 |    1 |  -31 |   33 | -223 |  801 |  801
2EB  | 083  | 0000_0000_1000_0011 |      131 |    3 |    3 |    3 |  131 |  131 |  131
2EC  | 0bb  | 0000_0000_1011_1011 |      187 |   -5 |   -5 |   59 |  187 |  187 |  187
2ED  | 30b  | 0000_0011_0000_1011 |      779 |   11 |   11 |   11 | -245 |  779 |  779
2EE  | 24f  | 0000_0010_0100_1111 |      591 |   15 |   15 |  -49 | -433 |  591 |  591
2EF  | 3a5  | 0000_0011_1010_0101 |      933 |    5 |  -27 |   37 |  -91 |  933 |  933
2F0  | 2b9  | 0000_0010_1011_1001 |      697 |   -7 |   -7 |   57 | -327 |  697 |  697
2F1  | 287  | 0000_0010_1000_0111 |      647 |    7 |    7 |    7 | -377 |  647 |  647
2F2  | 20a  | 0000_0010_0000_1010 |      522 |   10 |   10 |   10 | -502 |  522 |  522
2F3  | 2c9  | 0000_0010_1100_1001 |      713 |    9 |    9 |  -55 | -311 |  713 |  713
2F4  | 32d  | 0000_0011_0010_1101 |      813 |   13 |  -19 |   45 | -211 |  813 |  813
2F5  | 08d  | 0000_0000_1000_1101 |      141 |   13 |   13 |   13 |  141 |  141 |  141
2F6  | 352  | 0000_0011_0101_0010 |      850 |  -14 |   18 |  -46 | -174 |  850 |  850
2F7  | 2ef  | 0000_0010_1110_1111 |      751 |   15 |  -17 |  -17 | -273 |  751 |  751
2F8  | 2a6  | 0000_0010_1010_0110 |      678 |    6 |  -26 |   38 | -346 |  678 |  678
2F9  | 28f  | 0000_0010_1000_1111 |      655 |   15 |   15 |   15 | -369 |  655 |  655
2FA  | 2cf  | 0000_0010_1100_1111 |      719 |   15 |   15 |  -49 | -305 |  719 |  719
2FB  | 1b3  | 0000_0001_1011_0011 |      435 |  -13 |  -13 |   51 |  435 |  435 |  435
2FC  | 1ef  | 0000_0001_1110_1111 |      495 |   15 |  -17 |  -17 |  495 |  495 |  495
2FD  | 04e  | 0000_0000_0100_1110 |       78 |   14 |   14 |  -50 |   78 |   78 |   78
2FE  | 34a  | 0000_0011_0100_1010 |      842 |   10 |   10 |  -54 | -182 |  842 |  842
2FF  | 002  | 0000_0000_0000_0010 |        2 |    2 |    2 |    2 |    2 |    2 |    2
300  | 3a0  | 0000_0011_1010_0000 |      928 |    0 |  -32 |   32 |  -96 |  928 |  928
301  | 018  | 0000_0000_0001_1000 |       24 |   -8 |   24 |   24 |   24 |   24 |   24
302  | 2dc  | 0000_0010_1101_1100 |      732 |   -4 |   28 |  -36 | -292 |  732 |  732
303  | 1c0  | 0000_0001_1100_0000 |      448 |    0 |    0 |  -64 |  448 |  448 |  448
304  | 3db  | 0000_0011_1101_1011 |      987 |   -5 |   27 |  -37 |  -37 |  987 |  987
305  | 3db  | 0000_0011_1101_1011 |      987 |   -5 |   27 |  -37 |  -37 |  987 |  987
306  | 287  | 0000_0010_1000_0111 |      647 |    7 |    7 |    7 | -377 |  647 |  647
307  | 022  | 0000_0000_0010_0010 |       34 |    2 |  -30 |   34 |   34 |   34 |   34
308  | 365  | 0000_0011_0110_0101 |      869 |    5 |  -27 |  -27 | -155 |  869 |  869
309  | 3e3  | 0000_0011_1110_0011 |      995 |    3 |  -29 |  -29 |  -29 |  995 |  995
30A  | 3b6  | 0000_0011_1011_0110 |      950 |  -10 |  -10 |   54 |  -74 |  950 |  950
30B  | 1db  | 0000_0001_1101_1011 |      475 |   -5 |   27 |  -37 |  475 |  475 |  475
30C  | 0d9  | 0000_0000_1101_1001 |      217 |   -7 |   25 |  -39 |  217 |  217 |  217
30D  | 2a3  | 0000_0010_1010_0011 |      675 |    3 |  -29 |   35 | -349 |  675 |  675
30E  | 09e  | 0000_0000_1001_1110 |      158 |   -2 |   30 |   30 |  158 |  158 |  158
30F  | 107  | 0000_0001_0000_0111 |      263 |    7 |    7 |    7 |  263 |  263 |  263
310  | 224  | 0000_0010_0010_0100 |      548 |    4 |  -28 |   36 | -476 |  548 |  548
311  | 292  | 0000_0010_1001_0010 |      658 |  -14 |   18 |   18 | -366 |  658 |  658
312  | 2ef  | 0000_0010_1110_1111 |      751 |   15 |  -17 |  -17 | -273 |  751 |  751
313  | 3d1  | 0000_0011_1101_0001 |      977 |  -15 |   17 |  -47 |  -47 |  977 |  977
314  | 004  | 0000_0000_0000_0100 |        4 |    4 |    4 |    4 |    4 |    4 |    4
315  | 0c3  | 0000_0000_1100_0011 |      195 |    3 |    3 |  -61 |  195 |  195 |  195
316  | 1a0  | 0000_0001_1010_0000 |      416 |    0 |  -32 |   32 |  416 |  416 |  416
317  | 198  | 0000_0001_1001_1000 |      408 |   -8 |   24 |   24 |  408 |  408 |  408
318  | 047  | 0000_0000_0100_0111 |       71 |    7 |    7 |  -57 |   71 |   71 |   71
319  | 34e  | 0000_0011_0100_1110 |      846 |   14 |   14 |  -50 | -178 |  846 |  846
31A  | 0f1  | 0000_0000_1111_0001 |      241 |  -15 |  -15 |  -15 |  241 |  241 |  241
31B  | 3f0  | 0000_0011_1111_0000 |     1008 |  -16 |  -16 |  -16 |  -16 | 1008 | 1008
31C  | 0cd  | 0000_0000_1100_1101 |      205 |   13 |   13 |  -51 |  205 |  205 |  205
31D  | 2e2  | 0000_0010_1110_0010 |      738 |    2 |  -30 |  -30 | -286 |  738 |  738
31E  | 3cc  | 0000_0011_1100_1100 |      972 |   12 |   12 |  -52 |  -52 |  972 |  972
31F  | 225  | 0000_0010_0010_0101 |      549 |    5 |  -27 |   37 | -475 |  549 |  549
320  | 350  | 0000_0011_0101_0000 |      848 |  -16 |   16 |  -48 | -176 |  848 |  848
321  | 21d  | 0000_0010_0001_1101 |      541 |   -3 |   29 |   29 | -483 |  541 |  541
322  | 15c  | 0000_0001_0101_1100 |      348 |   -4 |   28 |  -36 |  348 |  348 |  348
323  | 019  | 0000_0000_0001_1001 |       25 |   -7 |   25 |   25 |   25 |   25 |   25
324  | 347  | 0000_0011_0100_0111 |      839 |    7 |    7 |  -57 | -185 |  839 |  839
325  | 2cb  | 0000_0010_1100_1011 |      715 |   11 |   11 |  -53 | -309 |  715 |  715
326  | 32f  | 0000_0011_0010_1111 |      815 |   15 |  -17 |   47 | -209 |  815 |  815
327  | 06a  | 0000_0000_0110_1010 |      106 |   10 |  -22 |  -22 |  106 |  106 |  106
328  | 37d  | 0000_0011_0111_1101 |      893 |   -3 |   -3 |   -3 | -131 |  893 |  893
