ADDR | HEX  |       BINARY       | UNSIGNED |   S5 |   S6 |   S7 |  S10 |  S12 |  S16
21B  | 356  | 0000_0011_0101_0110 |      854 |  -10 |   22 |  -42 | -170 |  854 |  854
21C  | 12e  | 0000_0001_0010_1110 |      302 |   14 |  -18 |   46 |  302 |  302 |  302
21D  | 034  | 0000_0000_0011_0100 |       52 |  -12 |  -12 |   52 |   52 |   52 |   52
21E  | 080  | 0000_0000_1000_0000 |      128 |    0 |    0 |    0 |  128 |  128 |  128
21F  | 312  | 0000_0011_0001_0010 |      786 |  -14 |   18 |   18 | -238 |  786 |  786
220  | 056  | 0000_0000_0101_0110 |       86 |  -10 |   22 |  -42 |   86 |   86 |   86
221  | 092  | 0000_0000_1001_0010 |      146 |  -14 |   18 |   18 |  146 |  146 |  146
222  | 06e  | 0000_0000_0110_1110 |      110 |   14 |  -18 |  -18 |  110 |  110 |  110
223  | 114  | 0000_0001_0001_0100 |      276 |  -12 |   20 |   20 |  276 |  276 |  276
224  | 34d  | 0000_0011_0100_1101 |      845 |   13 |   13 |  -51 | -179 |  845 |  845
225  | 298  | 0000_0010_1001_1000 |      664 |   -8 |   24 |   24 | -360 |  664 |  664
226  | 038  | 0000_0000_0011_1000 |       56 |   -8 |   -8 |   56 |   56 |   56 |   56
227  | 256  | 0000_0010_0101_0110 |      598 |  -10 |   22 |  -42 | -426 |  598 |  598
228  | 30b  | 0000_0011_0000_1011 |      779 |   11 |   11 |   11 | -245 |  779 |  779
229  | 1f3  | 0000_0001_1111_0011 |      499 |  -13 |  -13 |  -13 |  499 |  499 |  499
22A  | 35b  | 0000_0011_0101_1011 |      859 |   -5 |   27 |  -37 | -165 |  859 |  859
22B  | 1d2  | 0000_0001_1101_0010 |      466 |  -14 |   18 |  -46 |  466 |  466 |  466
22C  | 244  | 0000_0010_0100_0100 |      580 |    4 |    4 |  -60 | -444 |  580 |  580
22D  | 09f  | 0000_0000_1001_1111 |      159 |   -1 |   31 |   31 |  159 |  159 |  159
22E  | 042  | 0000_0000_0100_0010 |       66 |    2 |    2 |  -62 |   66 |   66 |   66
22F  | 343  | 0000_0011_0100_0011 |      835 |    3 |    3 |  -61 | -189 |  835 |  835
230  | 2e0  | 0000_0010_1110_0000 |      736 |    0 |  -32 |  -32 | -288 |  736 |  736
231  | 2a1  | 0000_0010_1010_0001 |      673 |    1 |  -31 |   33 | -351 |  673 |  673
232  | 2e8  | 0000_0010_1110_1000 |      744 |    8 |  -24 |  -24 | -280 |  744 |  744
233  | 373  | 0000_0011_0111_0011 |      883 |  -13 |  -13 |  -13 | -141 |  883 |  883
234  | 231  | 0000_0010_0011_0001 |      561 |  -15 |  -15 |   49 | -463 |  561 |  561
235  | 36c  | 0000_0011_0110_1100 |      876 |   12 |  -20 |  -20 | -148 |  876 |  876
236  | 397  | 0000_0011_1001_0111 |      919 |   -9 |   23 |   23 | -105 |  919 |  919
237  | 30e  | 0000_0011_0000_1110 |      782 |   14 |   14 |   14 | -242 |  782 |  782
238  | 170  | 0000_0001_0111_0000 |      368 |  -16 |  -16 |  -16 |  368 |  368 |  368
239  | 2bc  | 0000_0010_1011_1100 |      700 |   -4 |   -4 |   60 | -324 |  700 |  700
23A  | 1ae  | 0000_0001_1010_1110 |      430 |   14 |  -18 |   46 |  430 |  430 |  430
23B  | 23c  | 0000_0010_0011_1100 |      572 |   -4 |   -4 |   60 | -452 |  572 |  572
23C  | 0cd  | 0000_0000_1100_1101 |      205 |   13 |   13 |  -51 |  205 |  205 |  205
23D  | 192  | 0000_0001_1001_0010 |      402 |  -14 |   18 |   18 |  402 |  402 |  402
23E  | 2fb  | 0000_0010_1111_1011 |      763 |   -5 |   -5 |   -5 | -261 |  763 |  763
23F  | 12c  | 0000_0001_0010_1100 |      300 |   12 |  -20 |   44 |  300 |  300 |  300
240  | 306  | 0000_0011_0000_0110 |      774 |    6 |    6 |    6 | -250 |  774 |  774
241  | 227  | 0000_0010_0010_0111 |      551 |    7 |  -25 |   39 | -473 |  551 |  551
242  | 3ef  | 0000_0011_1110_1111 |     1007 |   15 |  -17 |  -17 |  -17 | 1007 | 1007
243  | 3f1  | 0000_0011_1111_0001 |     1009 |  -15 |  -15 |  -15 |  -15 | 1009 | 1009
244  | 24c  | 0000_0010_0100_1100 |      588 |   12 |   12 |  -52 | -436 |  588 |  588
245  | 1a2  | 0000_0001_1010_0010 |      418 |    2 |  -30 |   34 |  418 |  418 |  418
246  | 222  | 0000_0010_0010_0010 |      546 |    2 |  -30 |   34 | -478 |  546 |  546
247  | 0fa  | 0000_0000_1111_1010 |      250 |   -6 |   -6 |   -6 |  250 |  250 |  250
248  | 335  | 0000_0011_0011_0101 |      821 |  -11 |  -11 |   53 | -203 |  821 |  821
249  | 1ba  | 0000_0001_1011_1010 |      442 |   -6 |   -6 |   58 |  442 |  442 |  442
24A  | 1de  | 0000_0001_1101_1110 |      478 |   -2 |   30 |  -34 |  478 |  478 |  478
24B  | 239  | 0000_0010_0011_1001 |      569 |   -7 |   -7 |   57 | -455 |  569 |  569
24C  | 0f6  | 0000_0000_1111_0110 |      246 |  -10 |  -10 |  -10 |  246 |  246 |  246
24D  | 089  | 0000_0000_1000_1001 |      137 |    9 |    9 |    9 |  137 |  137 |  137
24E  | 33a  | 0000_0011_0011_1010 |      826 |   -6 |   -6 |   58 | -198 |  826 |  826
24F  | 10d  | 0000_0001_0000_1101 |      269 |   13 |   13 |   13 |  269 |  269 |  269
250  | 152  | 0000_0001_0101_0010 |      338 |  -14 |   18 |  -46 |  338 |  338 |  338
251  | 38d  | 0000_0011_1000_1101 |      909 |   13 |   13 |   13 | -115 |  909 |  909
252  | 0f2  | 0000_0000_1111_0010 |      242 |  -14 |  -14 |  -14 |  242 |  242 |  242
253  | 1ca  | 0000_0001_1100_1010 |      458 |   10 |   10 |  -54 |  458 |  458 |  458
254  | 073  | 0000_0000_0111_0011 |      115 |  -13 |  -13 |  -13 |  115 |  115 |  115
255  | 100  | 0000_0001_0000_0000 |      256 |    0 |    0 |    0 |  256 |  256 |  256
256  | 222  | 0000_0010_0010_0010 |      546 |    2 |  -30 |   34 | -478 |  546 |  546
257  | 227  | 0000_0010_0010_0111 |      551 |    7 |  -25 |   39 | -473 |  551 |  551
258  | 310  | 0000_0011_0001_0000 |      784 |  -16 |   16 |   16 | -240 |  784 |  784
259  | 0fd  | 0000_0000_1111_1101 |      253 |   -3 |   -3 |   -3 |  253 |  253 |  253
25A  | 28b  | 0000_0010_1000_1011 |      651 |   11 |   11 |   11 | -373 |  651 |  651
25B  | 025  | 0000_0000_0010_0101 |       37 |    5 |  -27 |   37 |   37 |   37 |   37
25C  | 06f  | 0000_0000_0110_1111 |      111 |   15 |  -17 |  -17 |  111 |  111 |  111
25D  | 0bb  | 0000_0000_1011_1011 |      187 |   -5 |   -5 |   59 |  187 |  187 |  187
25E  | 380  | 0000_0011_1000_0000 |      896 |    0 |    0 |    0 | -128 |  896 |  896
25F  | 36f  | 0000_0011_0110_1111 |      879 |   15 |  -17 |  -17 | -145 |  879 |  879
260  | 178  | 0000_0001_0111_1000 |      376 |   -8 |   -8 |   -8 |  376 |  376 |  376
261  | 238  | 0000_0010_0011_1000 |      568 |   -8 |   -8 |   56 | -456 |  568 |  568
262  | 1a2  | 0000_0001_1010_0010 |      418 |    2 |  -30 |   34 |  418 |  418 |  418
263  | 2e3  | 0000_0010_1110_0011 |      739 |    3 |  -29 |  -29 | -285 |  739 |  739
264  | 09e  | 0000_0000_1001_1110 |      158 |   -2 |   30 |   30 |  158 |  158 |  158
265  | 00b  | 0000_0000_0000_1011 |       11 |   11 |   11 |   11 |   11 |   11 |   11
266  | 380  | 0000_0011_1000_0000 |      896 |    0 |    0 |    0 | -128 |  896 |  896
267  | 232  | 0000_0010_0011_0010 |      562 |  -14 |  -14 |   50 | -462 |  562 |  562
268  | 33e  | 0000_0011_0011_1110 |      830 |   -2 |   -2 |   62 | -194 |  830 |  830
269  | 197  | 0000_0001_1001_0111 |      407 |   -9 |   23 |   23 |  407 |  407 |  407
26A  | 3f5  | 0000_0011_1111_0101 |     1013 |  -11 |  -11 |  -11 |  -11 | 1013 | 1013
26B  | 0c1  | 0000_0000_1100_0001 |      193 |    1 |    1 |  -63 |  193 |  193 |  193
26C  | 135  | 0000_0001_0011_0101 |      309 |  -11 |  -11 |   53 |  309 |  309 |  309
26D  | 060  | 0000_0000_0110_0000 |       96 |    0 |  -32 |  -32 |   96 |   96 |   96
26E  | 1f6  | 0000_0001_1111_0110 |      502 |  -10 |  -10 |  -10 |  502 |  502 |  502
26F  | 328  | 0000_0011_0010_1000 |      808 |    8 |  -24 |   40 | -216 |  808 |  808
270  | 3bb  | 0000_0011_1011_1011 |      955 |   -5 |   -5 |   59 |  -69 |  955 |  955
271  | 139  | 0000_0001_0011_1001 |      313 |   -7 |   -7 |   57 |  313 |  313 |  313
272  | 177  | 0000_0001_0111_0111 |      375 |   -9 |   -9 |   -9 |  375 |  375 |  375
273  | 351  | 0000_0011_0101_0001 |      849 |  -15 |   17 |  -47 | -175 |  849 |  849
274  | 3d7  | 0000_0011_1101_0111 |      983 |   -9 |   23 |  -41 |  -41 |  983 |  983
275  | 386  | 0000_0011_1000_0110 |      902 |    6 |    6 |    6 | -122 |  902 |  902
276  | 123  | 0000_0001_0010_0011 |      291 |    3 |  -29 |   35 |  291 |  291 |  291
277  | 383  | 0000_0011_1000_0011 |      899 |    3 |    3 |    3 | -125 |  899 |  899
278  | 064  | 0000_0000_0110_0100 |      100 |    4 |  -28 |  -28 |  100 |  100 |  100
279  | 277  | 0000_0010_0111_0111 |      631 |   -9 |   -9 |   -9 | -393 |  631 |  631
27A  | 2df  | 0000_0010_1101_1111 |      735 |   -1 |   31 |  -33 | -289 |  735 |  735
27B  | 1a7  | 0000_0001_1010_0111 |      423 |    7 |  -25 |   39 |  423 |  423 |  423
27C  | 34f  | 0000_0011_0100_1111 |      847 |   15 |   15 |  -49 | -177 |  847 |  847
27D  | 119  | 0000_0001_0001_1001 |      281 |   -7 |   25 |   25 |  281 |  281 |  281
27E  | 381  | 0000_0011_1000_0001 |      897 |    1 |    1 |    1 | -127 |  897 |  897
27F  | 2dc  | 0000_0010_1101_1100 |      732 |   -4 |   28 |  -36 | -292 |  732 |  732
280  | 137  | 0000_0001_0011_0111 |      311 |   -9 |   -9 |   55 |  311 |  311 |  311
281  | 11c  | 0000_0001_0001_1100 |      284 |   -4 |   28 |   28 |  284 |  284 |  284
282  | 270  | 0000_0010_0111_0000 |      624 |  -16 |  -16 |  -16 | -400 |  624 |  624
283  | 205  | 0000_0010_0000_0101 |      517 |    5 |    5 |    5 | -507 |  517 |  517
284  | 064  | 0000_0000_0110_0100 |      100 |    4 |  -28 |  -28 |  100 |  100 |  100
285  | 1f7  | 0000_0001_1111_0111 |      503 |   -9 |   -9 |   -9 |  503 |  503 |  503
286  | 19b  | 0000_0001_1001_1011 |      411 |   -5 |   27 |   27 |  411 |  411 |  411
287  | 0bf  | 0000_0000_1011_1111 |      191 |   -1 |   -1 |   63 |  191 |  191 |  191
288  | 391  | 0000_0011_1001_0001 |      913 |  -15 |   17 |   17 | -111 |  913 |  913
289  | 36c  | 0000_0011_0110_1100 |      876 |   12 |  -20 |  -20 | -148 |  876 |  876
28A  | 047  | 0000_0000_0100_0111 |       71 |    7 |    7 |  -57 |   71 |   71 |   71
28B  | 0a0  | 0000_0000_1010_0000 |      160 |    0 |  -32 |   32 |  160 |  160 |  160
28C  | 333  | 0000_0011_0011_0011 |      819 |  -13 |  -13 |   51 | -205 |  819 |  819
28D  | 037  | 0000_0000_0011_0111 |       55 |   -9 |   -9 |   55 |   55 |   55 |   55
28E  | 310  | 0000_0011_0001_0000 |      784 |  -16 |   16 |   16 | -240 |  784 |  784
28F  | 3e7  | 0000_0011_1110_0111 |      999 |    7 |  -25 |  -25 |  -25 |  999 |  999
290  | 0c2  | 0000_0000_1100_0010 |      194 |    2 |    2 |  -62 |  194 |  194 |  194
291  | 2ad  | 0000_0010_1010_1101 |      685 |   13 |  -19 |   45 | -339 |  685 |  685
292  | 035  | 0000_0000_0011_0101 |       53 |  -11 |  -11 |   53 |   53 |   53 |   53
293  | 1b8  | 0000_0001_1011_1000 |      440 |   -8 |   -8 |   56 |  440 |  440 |  440
294  | 37e  | 0000_0011_0111_1110 |      894 |   -2 |   -2 |   -2 | -130 |  894 |  894
295  | 1f9  | 0000_0001_1111_1001 |      505 |   -7 |   -7 |   -7 |  505 |  505 |  505
296  | 21c  | 0000_0010_0001_1100 |      540 |   -4 |   28 |   28 | -484 |  540 |  540
297  | 1de  | 0000_0001_1101_1110 |      478 |   -2 |   30 |  -34 |  478 |  478 |  478
298  | 235  | 0000_0010_0011_0101 |      565 |  -11 |  -11 |   53 | -459 |  565 |  565
299  | 26c  | 0000_0010_0110_1100 |      620 |   12 |  -20 |  -20 | -404 |  620 |  620
29A  | 104  | 0000_0001_0000_0100 |      260 |    4 |    4 |    4 |  260 |  260 |  260
29B  | 299  | 0000_0010_1001_1001 |      665 |   -7 |   25 |   25 | -359 |  665 |  665
29C  | 0c1  | 0000_0000_1100_0001 |      193 |    1 |    1 |  -63 |  193 |  193 |  193
29D  | 0f5  | 0000_0000_1111_0101 |      245 |  -11 |  -11 |  -11 |  245 |  245 |  245
29E  | 259  | 0000_0010_0101_1001 |      601 |   -7 |   25 |  -39 | -423 |  601 |  601
29F  | 337  | 0000_0011_0011_0111 |      823 |   -9 |   -9 |   55 | -201 |  823 |  823
2A0  | 0e6  | 0000_0000_1110_0110 |      230 |    6 |  -26 |  -26 |  230 |  230 |  230
2A1  | 2f2  | 0000_0010_1111_0010 |      754 |  -14 |  -14 |  -14 | -270 |  754 |  754
2A2  | 37b  | 0000_0011_0111_1011 |      891 |   -5 |   -5 |   -5 | -133 |  891 |  891
2A3  | 0e0  | 0000_0000_1110_0000 |      224 |    0 |  -32 |  -32 |  224 |  224 |  224
2A4  | 00a  | 0000_0000_0000_1010 |       10 |   10 |   10 |   10 |   10 |   10 |   10
2A5  | 1f1  | 0000_0001_1111_0001 |      497 |  -15 |  -15 |  -15 |  497 |  497 |  497
2A6  | 3c5  | 0000_0011_1100_0101 |      965 |    5 |    5 |  -59 |  -59 |  965 |  965
2A7  | 2f3  | 0000_0010_1111_0011 |      755 |  -13 |  -13 |  -13 | -269 |  755 |  755
2A8  | 038  | 0000_0000_0011_1000 |       56 |   -8 |   -8 |   56 |   56 |   56 |   56
2A9  | 283  | 0000_0010_1000_0011 |      643 |    3 |    3 |    3 | -381 |  643 |  643
2AA  | 02f  | 0000_0000_0010_1111 |       47 |   15 |  -17 |   47 |   47 |   47 |   47
2AB  | 15d  | 0000_0001_0101_1101 |      349 |   -3 |   29 |  -35 |  349 |  349 |  349
2AC  | 077  | 0000_0000_0111_0111 |      119 |   -9 |   -9 |   -9 |  119 |  119 |  119
2AD  | 15b  | 0000_0001_0101_1011 |      347 |   -5 |   27 |  -37 |  347 |  347 |  347
2AE  | 0ec  | 0000_0000_1110_1100 |      236 |   12 |  -20 |  -20 |  236 |  236 |  236
2AF  | 197  | 0000_0001_1001_0111 |      407 |   -9 |   23 |   23 |  407 |  407 |  407
2B0  | 19c  | 0000_0001_1001_1100 |      412 |   -4 |   28 |   28 |  412 |  412 |  412
2B1  | 235  | 0000_0010_0011_0101 |      565 |  -11 |  -11 |   53 | -459 |  565 |  565
2B2  | 305  | 0000_0011_0000_0101 |      773 |    5 |    5 |    5 | -251 |  773 |  773
2B3  | 1de  | 0000_0001_1101_1110 |      478 |   -2 |   30 |  -34 |  478 |  478 |  478
2B4  | 280  | 0000_0010_1000_0000 |      640 |    0 |    0 |    0 | -384 |  640 |  640
2B5  | 13f  | 0000_0001_0011_1111 |      319 |   -1 |   -1 |   63 |  319 |  319 |  319
2B6  | 0d1  | 0000_0000_1101_0001 |      209 |  -15 |   17 |  -47 |  209 |  209 |  209
2B7  | 210  | 0000_0010_0001_0000 |      528 |  -16 |   16 |   16 | -496 |  528 |  528
2B8  | 397  | 0000_0011_1001_0111 |      919 |   -9 |   23 |   23 | -105 |  919 |  919
2B9  | 146  | 0000_0001_0100_0110 |      326 |    6 |    6 |  -58 |  326 |  326 |  326
2BA  | 2a1  | 0000_0010_1010_0001 |      673 |    1 |  -31 |   33 | -351 |  673 |  673
2BB  | 15e  | 0000_0001_0101_1110 |      350 |   -2 |   30 |  -34 |  350 |  350 |  350
2BC  | 07d  | 0000_0000_0111_1101 |      125 |   -3 |   -3 |   -3 |  125 |  125 |  125
2BD  | 3c2  | 0000_0011_1100_0010 |      962 |    2 |    2 |  -62 |  -62 |  962 |  962
2BE  | 297  | 0000_0010_1001_0111 |      663 |   -9 |   23 |   23 | -361 |  663 |  663
2BF  | 2b7  | 0000_0010_1011_0111 |      695 |   -9 |   -9 |   55 | -329 |  695 |  695
2C0  | 2e6  | 0000_0010_1110_0110 |      742 |    6 |  -26 |  -26 | -282 |  742 |  742
2C1  | 3fc  | 0000_0011_1111_1100 |     1020 |   -4 |   -4 |   -4 |   -4 | 1020 | 1020
2C2  | 09e  | 0000_0000_1001_1110 |      158 |   -2 |   30 |   30 |  158 |  158 |  158
2C3  | 090  | 0000_0000_1001_0000 |      144 |  -16 |   16 |   16 |  144 |  144 |  144
2C4  | 0e0  | 0000_0000_1110_0000 |      224 |    0 |  -32 |  -32 |  224 |  224 |  224
2C5  | 3c6  | 0000_0011_1100_0110 |      966 |    6 |    6 |  -58 |  -58 |  966 |  966
2C6  | 111  | 0000_0001_0001_0001 |      273 |  -15 |   17 |   17 |  273 |  273 |  273
2C7  | 3e2  | 0000_0011_1110_0010 |      994 |    2 |  -30 |  -30 |  -30 |  994 |  994
2C8  | 001  | 0000_0000_0000_0001 |        1 |    1 |    1 |    1 |    1 |    1 |    1
2C9  | 3cb  | 0000_0011_1100_1011 |      971 |   11 |   11 |  -53 |  -53 |  971 |  971
2CA  | 035  | 0000_0000_0011_0101 |       53 |  -11 |  -11 |   53 |   53 |   53 |   53
2CB  | 100  | 0000_0001_0000_0000 |      256 |    0 |    0 |    0 |  256 |  256 |  256
2CC  | 0eb  | 0000_0000_1110_1011 |      235 |   11 |  -21 |  -21 |  235 |  235 |  235
2CD  | 165  | 0000_0001_0110_0101 |      357 |    5 |  -27 |  -27 |  357 |  357 |  357
2CE  | 3c1  | 0000_0011_1100_0001 |      961 |    1 |    1 |  -63 |  -63 |  961 |  961
2CF  | 01a  | 0000_0000_0001_1010 |       26 |   -6 |   26 |   26 |   26 |   26 |   26
2D0  | 1f5  | 0000_0001_1111_0101 |      501 |  -11 |  -11 |  -11 |  501 |  501 |  501
2D1  | 237  | 0000_0010_0011_0111 |      567 |   -9 |   -9 |   55 | -457 |  567 |  567
2D2  | 2a6  | 0000_0010_1010_0110 |      678 |    6 |  -26 |   38 | -346 |  678 |  678
2D3  | 132  | 0000_0001_0011_0010 |      306 |  -14 |  -14 |   50 |  306 |  306 |  306
2D4  | 120  | 0000_0001_0010_0000 |      288 |    0 |  -32 |   32 |  288 |  288 |  288
2D5  | 197  | 0000_0001_1001_0111 |      407 |   -9 |   23 |   23 |  407 |  407 |  407
2D6  | 194  | 0000_0001_1001_0100 |      404 |  -12 |   20 |   20 |  404 |  404 |  404
2D7  | 155  | 0000_0001_0101_0101 |      341 |  -11 |   21 |  -43 |  341 |  341 |  341
2D8  | 1b9  | 0000_0001_1011_1001 |      441 |   -7 |   -7 |   57 |  441 |  441 |  441
2D9  | 293  | 0000_0010_1001_0011 |      659 |  -13 |   19 |   19 | -365 |  659 |  659
2DA  | 24b  | 0000_0010_0100_1011 |      587 |   11 |   11 |  -53 | -437 |  587 |  587
2DB  | 086  | 0000_0000_1000_0110 |      134 |    6 |    6 |    6 |  134 |  134 |  134
2DC  | 38e  | 0000_0011_1000_1110 |      910 |   14 |   14 |   14 | -114 |  910 |  910
2DD  | 3bc  | 0000_0011_1011_1100 |      956 |   -4 |   -4 |   60 |  -68 |  956 |  956
2DE  | 167  | 0000_0001_0110_0111 |      359 |    7 |  -25 |  -25 |  359 |  359 |  359
2DF  | 095  | 0000_0000_1001_0101 |      149 |  -11 |   21 |   21 |  149 |  149 |  149
2E0  | 176  | 0000_0001_0111_0110 |      374 |  -10 |  -10 |  -10 |  374 |  374 |  374
2E1  | 16f  | 0000_0001_0110_1111 |      367 |   15 |  -17 |  -17 |  367 |  367 |  367
2E2  | 0fb  | 0000_0000_1111_1011 |      251 |   -5 |   -5 |   -5 |  251 |  251 |  251
2E3  | 3ee  | 0000_0011_1110_1110 |     1006 |   14 |  -18 |  -18 |  -18 | 1006 | 1006
2E4  | 341  | 0000_0011_0100_0001 |      833 |    1 |    1 |  -63 | -191 |  833 |  833
2E5  | 1fd  | 0000_0001_1111_1101 |      509 |   -3 |   -3 |   -3 |  509 |  509 |  509
2E6  | 2a6  | 0000_0010_1010_0110 |      678 |    6 |  -26 |   38 | -346 |  678 |  678
2E7  | 1bb  | 0000_0001_1011_1011 |      443 |   -5 |   -5 |   59 |  443 |  443 |  443
2E8  | 0ee  | 0000_0000_1110_1110 |      238 |   14 |  -18 |  -18 |  238 |  238 |  238
2E9  | 3c4  | 0000_0011_1100_0100 |      964 |    4 |    4 |  -60 |  -60 |  964 |  964
2EA  | 100  | 0000_0001_0000_0000 |      256 |    0 |    0 |    0 |  256 |  256 |  256
2EB  | 1f7  | 0000_0001_1111_0111 |      503 |   -9 |   -9 |   -9 |  503 |  503 |  503
2EC  | 3de  | 0000_0011_1101_1110 |      990 |   -2 |   30 |  -34 |  -34 |  990 |  990
2ED  | 131  | 0000_0001_0011_0001 |      305 |  -15 |  -15 |   49 |  305 |  305 |  305
2EE  | 03b  | 0000_0000_0011_1011 |       59 |   -5 |   -5 |   59 |   59 |   59 |   59
2EF  | 244  | 0000_0010_0100_0100 |      580 |    4 |    4 |  -60 | -444 |  580 |  580
2F0  | 087  | 0000_0000_1000_0111 |      135 |    7 |    7 |    7 |  135 |  135 |  135
2F1  | 21a  | 0000_0010_0001_1010 |      538 |   -6 |   26 |   26 | -486 |  538 |  538
2F2  | 3bd  | 0000_0011_1011_1101 |      957 |   -3 |   -3 |   61 |  -67 |  957 |  957
2F3  | 367  | 0000_0011_0110_0111 |      871 |    7 |  -25 |  -25 | -153 |  871 |  871
2F4  | 267  | 0000_0010_0110_0111 |      615 |    7 |  -25 |  -25 | -409 |  615 |  615
2F5  | 316  | 0000_0011_0001_0110 |      790 |  -10 |   22 |   22 | -234 |  790 |  790
2F6  | 20b  | 0000_0010_0000_1011 |      523 |   11 |   11 |   11 | -501 |  523 |  523
2F7  | 1dc  | 0000_0001_1101_1100 |      476 |   -4 |   28 |  -36 |  476 |  476 |  476
2F8  | 261  | 0000_0010_0110_0001 |      609 |    1 |  -31 |  -31 | -415 |  609 |  609
2F9  | 386  | 0000_0011_1000_0110 |      902 |    6 |    6 |    6 | -122 |  902 |  902
2FA  | 350  | 0000_0011_0101_0000 |      848 |  -16 |   16 |  -48 | -176 |  848 |  848
2FB  | 1f3  | 0000_0001_1111_0011 |      499 |  -13 |  -13 |  -13 |  499 |  499 |  499
2FC  | 08c  | 0000_0000_1000_1100 |      140 |   12 |   12 |   12 |  140 |  140 |  140
2FD  | 0bf  | 0000_0000_1011_1111 |      191 |   -1 |   -1 |   63 |  191 |  191 |  191
2FE  | 383  | 0000_0011_1000_0011 |      899 |    3 |    3 |    3 | -125 |  899 |  899
2FF  | 26d  | 0000_0010_0110_1101 |      621 |   13 |  -19 |  -19 | -403 |  621 |  621
300  | 213  | 0000_0010_0001_0011 |      531 |  -13 |   19 |   19 | -493 |  531 |  531
301  | 255  | 0000_0010_0101_0101 |      597 |  -11 |   21 |  -43 | -427 |  597 |  597
302  | 2d1  | 0000_0010_1101_0001 |      721 |  -15 |   17 |  -47 | -303 |  721 |  721
303  | 1c0  | 0000_0001_1100_0000 |      448 |    0 |    0 |  -64 |  448 |  448 |  448
304  | 178  | 0000_0001_0111_1000 |      376 |   -8 |   -8 |   -8 |  376 |  376 |  376
305  | 23d  | 0000_0010_0011_1101 |      573 |   -3 |   -3 |   61 | -451 |  573 |  573
306  | 3a2  | 0000_0011_1010_0010 |      930 |    2 |  -30 |   34 |  -94 |  930 |  930
307  | 20d  | 0000_0010_0000_1101 |      525 |   13 |   13 |   13 | -499 |  525 |  525
308  | 004  | 0000_0000_0000_0100 |        4 |    4 |    4 |    4 |    4 |    4 |    4
309  | 15d  | 0000_0001_0101_1101 |      349 |   -3 |   29 |  -35 |  349 |  349 |  349
30A  | 0cf  | 0000_0000_1100_1111 |      207 |   15 |   15 |  -49 |  207 |  207 |  207
30B  | 147  | 0000_0001_0100_0111 |      327 |    7 |    7 |  -57 |  327 |  327 |  327
30C  | 1a0  | 0000_0001_1010_0000 |      416 |    0 |  -32 |   32 |  416 |  416 |  416
30D  | 29b  | 0000_0010_1001_1011 |      667 |   -5 |   27 |   27 | -357 |  667 |  667
30E  | 3e0  | 0000_0011_1110_0000 |      992 |    0 |  -32 |  -32 |  -32 |  992 |  992
30F  | 0e9  | 0000_0000_1110_1001 |      233 |    9 |  -23 |  -23 |  233 |  233 |  233
310  | 08f  | 0000_0000_1000_1111 |      143 |   15 |   15 |   15 |  143 |  143 |  143
311  | 11f  | 0000_0001_0001_1111 |      287 |   -1 |   31 |   31 |  287 |  287 |  287
312  | 138  | 0000_0001_0011_1000 |      312 |   -8 |   -8 |   56 |  312 |  312 |  312
313  | 154  | 0000_0001_0101_0100 |      340 |  -12 |   20 |  -44 |  340 |  340 |  340
314  | 025  | 0000_0000_0010_0101 |       37 |    5 |  -27 |   37 |   37 |   37 |   37
315  | 3bc  | 0000_0011_1011_1100 |      956 |   -4 |   -4 |   60 |  -68 |  956 |  956
316  | 3e5  | 0000_0011_1110_0101 |      997 |    5 |  -27 |  -27 |  -27 |  997 |  997
317  | 061  | 0000_0000_0110_0001 |       97 |    1 |  -31 |  -31 |   97 |   97 |   97
318  | 2df  | 0000_0010_1101_1111 |      735 |   -1 |   31 |  -33 | -289 |  735 |  735
319  | 1d7  | 0000_0001_1101_0111 |      471 |   -9 |   23 |  -41 |  471 |  471 |  471
31A  | 0a6  | 0000_0000_1010_0110 |      166 |    6 |  -26 |   38 |  166 |  166 |  166
31B  | 39d  | 0000_0011_1001_1101 |      925 |   -3 |   29 |   29 |  -99 |  925 |  925
31C  | 369  | 0000_0011_0110_1001 |      873 |    9 |  -23 |  -23 | -151 |  873 |  873
31D  | 0fb  | 0000_0000_1111_1011 |      251 |   -5 |   -5 |   -5 |  251 |  251 |  251
31E  | 321  | 0000_0011_0010_0001 |      801 |    1 |  -31 |   33 | -223 |  801 |  801
31F  | 3d5  | 0000_0011_1101_0101 |      981 |  -11 |   21 |  -43 |  -43 |  981 |  981
320  | 136  | 0000_0001_0011_0110 |      310 |  -10 |  -10 |   54 |  310 |  310 |  310
321  | 042  | 0000_0000_0100_0010 |       66 |    2 |    2 |  -62 |   66 |   66 |   66
322  | 3a0  | 0000_0011_1010_0000 |      928 |    0 |  -32 |   32 |  -96 |  928 |  928
323  | 3d5  | 0000_0011_1101_0101 |      981 |  -11 |   21 |  -43 |  -43 |  981 |  981
324  | 38f  | 0000_0011_1000_1111 |      911 |   15 |   15 |   15 | -113 |  911 |  911
325  | 0cd  | 0000_0000_1100_1101 |      205 |   13 |   13 |  -51 |  205 |  205 |  205
326  | 013  | 0000_0000_0001_0011 |       19 |  -13 |   19 |   19 |   19 |   19 |   19
327  | 22b  | 0000_0010_0010_1011 |      555 |   11 |  -21 |   43 | -469 |  555 |  555
328  | 088  | 0000_0000_1000_1000 |      136 |    8 |    8 |    8 |  136 |  136 |  136
